Image Name,Angle,Angle2
2024-06-22 20-09-00-802599.png,-0.06,0
2024-06-22 20-09-00-909181.png,-0.06,0
2024-06-22 20-09-01-000159.png,-0.06,0
2024-06-22 20-09-01-084485.png,-0.06,0
2024-06-22 20-09-01-182484.png,-0.06,0
2024-06-22 20-09-01-282794.png,-0.06,0
2024-06-22 20-09-01-367814.png,-0.06,0
2024-06-22 20-09-01-482646.png,-0.06,0
2024-06-22 20-09-01-583455.png,-0.06,0
2024-06-22 20-09-01-698833.png,-0.06,0
2024-06-22 20-09-01-813048.png,-0.06,0
2024-06-22 20-09-01-916610.png,-0.06,0
2024-06-22 20-09-02-016785.png,-0.06,0
2024-06-22 20-09-02-101145.png,-0.06,0
2024-06-22 20-09-02-200105.png,-0.06,0
2024-06-22 20-09-02-286504.png,-0.06,0
2024-06-22 20-09-02-398214.png,-0.06,0
2024-06-22 20-09-02-509191.png,-0.09,0
2024-06-22 20-09-02-616747.png,-0.09,0
2024-06-22 20-09-02-715772.png,-0.09,0
2024-06-22 20-09-02-801141.png,-0.09,0
2024-06-22 20-09-02-899096.png,-0.09,0
2024-06-22 20-09-02-999099.png,-0.09,0
2024-06-22 20-09-03-083440.png,-0.09,0
2024-06-22 20-09-03-199000.png,-0.09,0
2024-06-22 20-09-03-313084.png,-0.09,0
2024-06-22 20-09-03-415122.png,-0.09,0
2024-06-22 20-09-03-515762.png,-0.09,0
2024-06-22 20-09-03-601129.png,-0.09,0
2024-06-22 20-09-03-699060.png,-0.09,0
2024-06-22 20-09-03-799064.png,-0.09,0
2024-06-22 20-09-03-899119.png,-0.09,0
2024-06-22 20-09-04-005056.png,-0.12,0
2024-06-22 20-09-04-115926.png,-0.15,0
2024-06-22 20-09-04-216711.png,-0.15,0
2024-06-22 20-09-04-316718.png,-0.15,0
2024-06-22 20-09-04-415082.png,-0.15,0
2024-06-22 20-09-04-515759.png,-0.15,0
2024-06-22 20-09-04-601491.png,-0.15,0
2024-06-22 20-09-04-698527.png,-0.15,0
2024-06-22 20-09-04-799192.png,-0.15,0
2024-06-22 20-09-04-884444.png,-0.12,0
2024-06-22 20-09-04-999201.png,-0.09,0
2024-06-22 20-09-05-116037.png,-0.06,0
2024-06-22 20-09-05-233215.png,-0.06,0
2024-06-22 20-09-05-317751.png,-0.06,0
2024-06-22 20-09-05-415738.png,-0.06,0
2024-06-22 20-09-05-515728.png,-0.06,0
2024-06-22 20-09-05-599131.png,-0.03,0
2024-06-22 20-09-05-700057.png,0.0,0
2024-06-22 20-09-05-813364.png,0.0,0
2024-06-22 20-09-05-915072.png,0.0,0
2024-06-22 20-09-06-033237.png,0.0,0
2024-06-22 20-09-06-133253.png,0.0,0
2024-06-22 20-09-06-249339.png,0.0,0
2024-06-22 20-09-06-334423.png,0.0,0
2024-06-22 20-09-06-433376.png,0.0,0
2024-06-22 20-09-06-533247.png,0.03,0
2024-06-22 20-09-06-634411.png,0.06,0
2024-06-22 20-09-06-751034.png,0.06,0
2024-06-22 20-09-06-849038.png,0.06,0
2024-06-22 20-09-06-949120.png,0.06,0
2024-06-22 20-09-07-049034.png,0.06,0
2024-06-22 20-09-07-131324.png,0.06,0
2024-06-22 20-09-07-232303.png,0.06,0
2024-06-22 20-09-07-332263.png,0.06,0
2024-06-22 20-09-07-432471.png,0.06,0
2024-06-22 20-09-07-548484.png,0.06,0
2024-06-22 20-09-07-649028.png,0.06,0
2024-06-22 20-09-07-748507.png,0.06,0
2024-06-22 20-09-07-849876.png,0.03,0
2024-06-22 20-09-07-949034.png,0.03,0
2024-06-22 20-09-08-048413.png,0.03,0
2024-06-22 20-09-08-139561.png,0.03,0
2024-06-22 20-09-08-234378.png,0.03,0
2024-06-22 20-09-08-333458.png,0.03,0
2024-06-22 20-09-08-448400.png,0.03,0
2024-06-22 20-09-08-565195.png,0.03,0
2024-06-22 20-09-08-665653.png,0.03,0
2024-06-22 20-09-08-781784.png,0.03,0
2024-06-22 20-09-08-882254.png,0.03,0
2024-06-22 20-09-08-983735.png,0.0,0
2024-06-22 20-09-09-082363.png,0.0,0
2024-06-22 20-09-09-181670.png,0.0,0
2024-06-22 20-09-09-282192.png,0.0,0
2024-06-22 20-09-09-366669.png,0.0,0
2024-06-22 20-09-09-466695.png,0.0,0
2024-06-22 20-09-09-581699.png,0.0,0
2024-06-22 20-09-09-698724.png,0.0,0
2024-06-22 20-09-09-798998.png,0.0,0
2024-06-22 20-09-09-884345.png,0.0,0
2024-06-22 20-09-09-982318.png,0.0,0
2024-06-22 20-09-10-082382.png,0.0,0
2024-06-22 20-09-10-181779.png,0.0,0
2024-06-22 20-09-10-294063.png,0.0,0
2024-06-22 20-09-10-383306.png,0.0,0
2024-06-22 20-09-10-473731.png,0.0,0
2024-06-22 20-09-10-583659.png,0.0,0
2024-06-22 20-09-10-682407.png,0.0,0
2024-06-22 20-09-10-799213.png,0.0,0
2024-06-22 20-09-10-884260.png,0.0,0
2024-06-22 20-09-10-974688.png,0.0,0
2024-06-22 20-09-11-081677.png,0.0,0
2024-06-22 20-09-11-198248.png,0.0,0
2024-06-22 20-09-11-313984.png,-0.03,0
2024-06-22 20-09-11-431913.png,-0.03,0
2024-06-22 20-09-11-532342.png,-0.03,0
2024-06-22 20-09-11-616662.png,-0.03,0
2024-06-22 20-09-11-715667.png,-0.03,0
2024-06-22 20-09-11-815728.png,-0.03,0
2024-06-22 20-09-11-899967.png,-0.03,0
2024-06-22 20-09-12-005876.png,0.0,0
2024-06-22 20-09-12-114967.png,0.03,0
2024-06-22 20-09-12-231507.png,0.03,0
2024-06-22 20-09-12-331781.png,0.03,0
2024-06-22 20-09-12-449026.png,0.03,0
2024-06-22 20-09-12-536300.png,0.03,0
2024-06-22 20-09-12-632150.png,0.03,0
2024-06-22 20-09-12-732420.png,0.03,0
2024-06-22 20-09-12-832279.png,0.03,0
2024-06-22 20-09-12-926742.png,0.03,0
2024-06-22 20-09-13-048890.png,0.03,0
2024-06-22 20-09-13-149047.png,0.03,0
2024-06-22 20-09-13-248325.png,0.0,0
2024-06-22 20-09-13-333317.png,0.0,0
2024-06-22 20-09-13-432141.png,0.0,0
2024-06-22 20-09-13-532308.png,0.0,0
2024-06-22 20-09-13-616508.png,0.0,0
2024-06-22 20-09-13-730451.png,0.0,0
2024-06-22 20-09-13-832319.png,0.0,0
2024-06-22 20-09-13-954249.png,0.0,0
2024-06-22 20-09-14-065035.png,0.0,0
2024-06-22 20-09-14-165598.png,0.0,0
2024-06-22 20-09-14-265862.png,0.0,0
2024-06-22 20-09-14-349968.png,0.0,0
2024-06-22 20-09-14-449894.png,0.0,0
2024-06-22 20-09-14-565093.png,0.0,0
2024-06-22 20-09-14-665592.png,0.0,0
2024-06-22 20-09-14-781589.png,0.0,0
2024-06-22 20-09-14-882331.png,-0.03,0
2024-06-22 20-09-14-998364.png,-0.06,0
2024-06-22 20-09-15-084292.png,-0.06,0
2024-06-22 20-09-15-182221.png,-0.06,0
2024-06-22 20-09-15-280525.png,-0.06,0
2024-06-22 20-09-15-382173.png,-0.06,0
2024-06-22 20-09-15-499195.png,-0.03,0
2024-06-22 20-09-15-598896.png,0.0,0
2024-06-22 20-09-15-698288.png,0.0,0
2024-06-22 20-09-15-799896.png,0.0,0
2024-06-22 20-09-15-883280.png,0.0,0
2024-06-22 20-09-15-983235.png,0.0,0
2024-06-22 20-09-16-082112.png,0.0,0
2024-06-22 20-09-16-182257.png,0.0,0
2024-06-22 20-09-16-298263.png,0.0,0
2024-06-22 20-09-16-398878.png,0.0,0
2024-06-22 20-09-16-498304.png,0.0,0
2024-06-22 20-09-16-583245.png,0.0,0
2024-06-22 20-09-16-682202.png,0.0,0
2024-06-22 20-09-16-798680.png,0.0,0
2024-06-22 20-09-16-898878.png,0.0,0
2024-06-22 20-09-17-014811.png,0.0,0
2024-06-22 20-09-17-115679.png,0.0,0
2024-06-22 20-09-17-231589.png,0.0,0
2024-06-22 20-09-17-331583.png,0.0,0
2024-06-22 20-09-17-430417.png,-0.03,0
2024-06-22 20-09-17-532306.png,-0.06,0
2024-06-22 20-09-17-615551.png,-0.06,0
2024-06-22 20-09-17-715609.png,-0.06,0
2024-06-22 20-09-17-815682.png,-0.06,0
2024-06-22 20-09-17-898901.png,-0.06,0
2024-06-22 20-09-18-014718.png,-0.06,0
2024-06-22 20-09-18-115524.png,-0.06,0
2024-06-22 20-09-18-231558.png,-0.06,0
2024-06-22 20-09-18-357261.png,-0.06,0
2024-06-22 20-09-18-465696.png,-0.06,0
2024-06-22 20-09-18-565002.png,-0.06,0
2024-06-22 20-09-18-650383.png,-0.06,0
2024-06-22 20-09-18-749385.png,-0.06,0
2024-06-22 20-09-18-849416.png,-0.06,0
2024-06-22 20-09-18-948748.png,-0.06,0
2024-06-22 20-09-19-065551.png,-0.06,0
2024-06-22 20-09-19-146197.png,-0.06,0
2024-06-22 20-09-19-266002.png,-0.09,0
2024-06-22 20-09-19-349472.png,-0.09,0
2024-06-22 20-09-19-465637.png,-0.09,0
2024-06-22 20-09-19-581817.png,-0.09,0
2024-06-22 20-09-19-692055.png,-0.09,0
2024-06-22 20-09-19-798836.png,-0.09,0
2024-06-22 20-09-19-883206.png,-0.09,0
2024-06-22 20-09-19-982220.png,-0.09,0
2024-06-22 20-09-20-081880.png,-0.09,0
2024-06-22 20-09-20-182169.png,-0.09,0
2024-06-22 20-09-20-298724.png,-0.09,0
2024-06-22 20-09-20-382263.png,-0.09,0
2024-06-22 20-09-20-495194.png,-0.09,0
2024-06-22 20-09-20-598757.png,-0.09,0
2024-06-22 20-09-20-698807.png,-0.09,0
2024-06-22 20-09-20-799850.png,-0.09,0
2024-06-22 20-09-20-883202.png,-0.09,0
2024-06-22 20-09-20-982123.png,-0.09,0
2024-06-22 20-09-21-083136.png,-0.09,0
2024-06-22 20-09-21-197684.png,-0.09,0
2024-06-22 20-09-21-317001.png,-0.09,0
2024-06-22 20-09-21-431999.png,-0.09,0
2024-06-22 20-09-21-548863.png,-0.09,0
2024-06-22 20-09-21-634154.png,-0.09,0
2024-06-22 20-09-21-733228.png,-0.09,0
2024-06-22 20-09-21-833126.png,-0.06,0
2024-06-22 20-09-21-933169.png,-0.03,0
2024-06-22 20-09-22-033171.png,-0.03,0
2024-06-22 20-09-22-133131.png,-0.03,0
2024-06-22 20-09-22-248939.png,-0.03,0
2024-06-22 20-09-22-348714.png,-0.03,0
2024-06-22 20-09-22-449358.png,-0.03,0
2024-06-22 20-09-22-548974.png,-0.03,0
2024-06-22 20-09-22-634155.png,-0.03,0
2024-06-22 20-09-22-732210.png,-0.03,0
2024-06-22 20-09-22-831016.png,-0.06,0
2024-06-22 20-09-22-927001.png,-0.06,0
2024-06-22 20-09-23-049029.png,-0.06,0
2024-06-22 20-09-23-149772.png,-0.06,0
2024-06-22 20-09-23-249046.png,-0.06,0
2024-06-22 20-09-23-333288.png,-0.06,0
2024-06-22 20-09-23-433142.png,-0.06,0
2024-06-22 20-09-23-533183.png,-0.06,0
2024-06-22 20-09-23-617352.png,-0.06,0
2024-06-22 20-09-23-732278.png,-0.06,0
2024-06-22 20-09-23-833242.png,-0.06,0
2024-06-22 20-09-23-955478.png,-0.06,0
2024-06-22 20-09-24-080291.png,-0.06,0
2024-06-22 20-09-24-198159.png,-0.06,0
2024-06-22 20-09-24-299801.png,-0.06,0
2024-06-22 20-09-24-383173.png,-0.06,0
2024-06-22 20-09-24-485296.png,-0.09,0
2024-06-22 20-09-24-582011.png,-0.09,0
2024-06-22 20-09-24-683083.png,-0.09,0
2024-06-22 20-09-24-795463.png,-0.09,0
2024-06-22 20-09-24-884141.png,-0.09,0
2024-06-22 20-09-24-998492.png,-0.09,0
2024-06-22 20-09-25-083264.png,-0.09,0
2024-06-22 20-09-25-198271.png,-0.09,0
2024-06-22 20-09-25-315320.png,-0.09,0
2024-06-22 20-09-25-415992.png,-0.09,0
2024-06-22 20-09-25-517324.png,-0.09,0
2024-06-22 20-09-25-616477.png,-0.09,0
2024-06-22 20-09-25-715375.png,-0.09,0
2024-06-22 20-09-25-817250.png,-0.09,0
2024-06-22 20-09-25-916410.png,-0.09,0
2024-06-22 20-09-26-032377.png,-0.09,0
2024-06-22 20-09-26-134003.png,-0.09,0
2024-06-22 20-09-26-233188.png,-0.09,0
2024-06-22 20-09-26-333153.png,-0.09,0
2024-06-22 20-09-26-432372.png,-0.09,0
2024-06-22 20-09-26-535093.png,-0.09,0
2024-06-22 20-09-26-633650.png,-0.09,0
2024-06-22 20-09-26-735498.png,-0.09,0
2024-06-22 20-09-26-849967.png,-0.09,0
2024-06-22 20-09-26-949716.png,-0.09,0
2024-06-22 20-09-27-049778.png,-0.09,0
2024-06-22 20-09-27-134076.png,-0.09,0
2024-06-22 20-09-27-233066.png,-0.09,0
2024-06-22 20-09-27-317416.png,-0.09,0
2024-06-22 20-09-27-431446.png,-0.09,0
2024-06-22 20-09-27-550094.png,-0.09,0
2024-06-22 20-09-27-648544.png,-0.09,0
2024-06-22 20-09-27-749734.png,-0.09,0
2024-06-22 20-09-27-835103.png,-0.09,0
2024-06-22 20-09-27-926440.png,-0.09,0
2024-06-22 20-09-28-031758.png,-0.09,0
2024-06-22 20-09-28-131767.png,-0.09,0
2024-06-22 20-09-28-248605.png,-0.09,0
2024-06-22 20-09-28-349703.png,-0.09,0
2024-06-22 20-09-28-449804.png,-0.09,0
2024-06-22 20-09-28-549753.png,-0.09,0
2024-06-22 20-09-28-649770.png,-0.09,0
2024-06-22 20-09-28-748663.png,-0.09,0
2024-06-22 20-09-28-849708.png,-0.09,0
2024-06-22 20-09-28-965710.png,-0.09,0
2024-06-22 20-09-29-068384.png,-0.09,0
2024-06-22 20-09-29-149701.png,-0.09,0
2024-06-22 20-09-29-249702.png,-0.09,0
2024-06-22 20-09-29-349686.png,-0.09,0
2024-06-22 20-09-29-466088.png,-0.09,0
2024-06-22 20-09-29-585989.png,-0.09,0
2024-06-22 20-09-29-666126.png,-0.09,0
2024-06-22 20-09-29-765765.png,-0.09,0
2024-06-22 20-09-29-850722.png,-0.09,0
2024-06-22 20-09-29-943054.png,-0.09,0
2024-06-22 20-09-30-049722.png,-0.09,0
2024-06-22 20-09-30-148052.png,-0.12,0
2024-06-22 20-09-30-265993.png,-0.12,0
2024-06-22 20-09-30-366348.png,-0.12,0
2024-06-22 20-09-30-458744.png,-0.12,0
2024-06-22 20-09-30-566367.png,-0.12,0
2024-06-22 20-09-30-650722.png,-0.12,0
2024-06-22 20-09-30-748882.png,-0.12,0
2024-06-22 20-09-30-850741.png,-0.12,0
2024-06-22 20-09-30-965956.png,-0.12,0
2024-06-22 20-09-31-067326.png,-0.12,0
2024-06-22 20-09-31-151698.png,-0.12,0
2024-06-22 20-09-31-249665.png,-0.12,0
2024-06-22 20-09-31-349687.png,-0.09,0
2024-06-22 20-09-31-465956.png,-0.06,0
2024-06-22 20-09-31-581421.png,-0.03,0
2024-06-22 20-09-31-678442.png,0.0,0
2024-06-22 20-09-31-792010.png,0.03,0
2024-06-22 20-09-31-884051.png,0.03,0
2024-06-22 20-09-31-983065.png,0.06,0
2024-06-22 20-09-32-067476.png,0.09,0
2024-06-22 20-09-32-186415.png,0.12,0
2024-06-22 20-09-32-298056.png,0.15,0
2024-06-22 20-09-32-399751.png,0.18,0
2024-06-22 20-09-32-490014.png,0.21,0
2024-06-22 20-09-32-584974.png,0.24,0
2024-06-22 20-09-32-680948.png,0.27,0
2024-06-22 20-09-32-792992.png,0.3,0
2024-06-22 20-09-32-896133.png,0.3,0
2024-06-22 20-09-33-006501.png,0.3,0
2024-06-22 20-09-33-099696.png,0.32999999999999996,0
2024-06-22 20-09-33-192166.png,0.36,0
2024-06-22 20-09-33-288154.png,0.39,0
2024-06-22 20-09-33-398179.png,0.39,0
2024-06-22 20-09-33-512202.png,0.42,0
2024-06-22 20-09-33-616280.png,0.42,0
2024-06-22 20-09-33-712645.png,0.42,0
2024-06-22 20-09-33-806453.png,0.42,0
2024-06-22 20-09-33-896244.png,0.44999999999999996,0
2024-06-22 20-09-33-992255.png,0.48,0
2024-06-22 20-09-34-084073.png,0.48,0
2024-06-22 20-09-34-191949.png,0.48,0
2024-06-22 20-09-34-304289.png,0.48,0
2024-06-22 20-09-34-416742.png,0.48,0
2024-06-22 20-09-34-516290.png,0.48,0
2024-06-22 20-09-34-599614.png,0.48,0
2024-06-22 20-09-34-699597.png,0.48,0
2024-06-22 20-09-34-799633.png,0,0
2024-06-22 20-09-34-881948.png,0,0
2024-06-22 20-09-34-998362.png,0,0
2024-06-22 20-09-35-098589.png,0,0
2024-06-22 20-09-35-214679.png,0,0
2024-06-22 20-09-35-331566.png,0,0
2024-06-22 20-09-35-446813.png,0.38,0
2024-06-22 20-09-35-548617.png,0.28,0
2024-06-22 20-09-35-632031.png,0.18000000000000002,0
2024-06-22 20-09-35-731290.png,0.18000000000000002,0
2024-06-22 20-09-35-833185.png,0.18000000000000002,0
2024-06-22 20-09-35-931965.png,0.18000000000000002,0
2024-06-22 20-09-36-048007.png,0.18000000000000002,0
2024-06-22 20-09-36-126878.png,0.18000000000000002,0
2024-06-22 20-09-36-248671.png,0.18000000000000002,0
2024-06-22 20-09-36-348501.png,0.08000000000000002,0
2024-06-22 20-09-36-448573.png,0.03,0
2024-06-22 20-09-36-548451.png,0.03,0
2024-06-22 20-09-36-632954.png,0.03,0
2024-06-22 20-09-36-732037.png,0.03,0
2024-06-22 20-09-36-831964.png,0.03,0
2024-06-22 20-09-36-948109.png,0.03,0
2024-06-22 20-09-37-064099.png,0.0,0
2024-06-22 20-09-37-164595.png,-0.03,0
2024-06-22 20-09-37-281328.png,-0.06,0
2024-06-22 20-09-37-366923.png,-0.09,0
2024-06-22 20-09-37-464810.png,-0.12,0
2024-06-22 20-09-37-565180.png,-0.12,0
2024-06-22 20-09-37-665283.png,-0.12,0
2024-06-22 20-09-37-787113.png,-0.12,0
2024-06-22 20-09-37-898510.png,-0.12,0
2024-06-22 20-09-37-999579.png,-0.12,0
2024-06-22 20-09-38-098540.png,-0.12,0
2024-06-22 20-09-38-199616.png,-0.12,0
2024-06-22 20-09-38-299442.png,-0.12,0
2024-06-22 20-09-38-383366.png,-0.12,0
2024-06-22 20-09-38-481902.png,-0.12,0
2024-06-22 20-09-38-581902.png,-0.12,0
2024-06-22 20-09-38-690899.png,-0.12,0
2024-06-22 20-09-38-815317.png,-0.12,0
2024-06-22 20-09-38-915127.png,-0.12,0
2024-06-22 20-09-39-015209.png,-0.12,0
2024-06-22 20-09-39-098522.png,-0.12,0
2024-06-22 20-09-39-198521.png,-0.12,0
2024-06-22 20-09-39-298561.png,-0.12,0
2024-06-22 20-09-39-384052.png,-0.12,0
2024-06-22 20-09-39-497063.png,-0.12,0
2024-06-22 20-09-39-581886.png,-0.12,0
2024-06-22 20-09-39-698830.png,-0.12,0
2024-06-22 20-09-39-814600.png,-0.12,0
2024-06-22 20-09-39-915213.png,-0.12,0
2024-06-22 20-09-40-006801.png,-0.12,0
2024-06-22 20-09-40-115102.png,-0.12,0
2024-06-22 20-09-40-215260.png,-0.12,0
2024-06-22 20-09-40-314554.png,-0.12,0
2024-06-22 20-09-40-399982.png,-0.12,0
2024-06-22 20-09-40-511212.png,-0.12,0
2024-06-22 20-09-40-616180.png,-0.12,0
2024-06-22 20-09-40-737046.png,-0.12,0
2024-06-22 20-09-40-847869.png,-0.12,0
2024-06-22 20-09-40-965554.png,-0.12,0
2024-06-22 20-09-41-057040.png,-0.09,0
2024-06-22 20-09-41-149470.png,-0.06,0
2024-06-22 20-09-41-238880.png,-0.06,0
2024-06-22 20-09-41-349615.png,-0.06,0
2024-06-22 20-09-41-448572.png,-0.06,0
2024-06-22 20-09-41-564249.png,-0.06,0
2024-06-22 20-09-41-666150.png,-0.06,0
2024-06-22 20-09-41-754524.png,-0.06,0
2024-06-22 20-09-41-866196.png,-0.06,0
2024-06-22 20-09-41-964577.png,-0.06,0
2024-06-22 20-09-42-059586.png,-0.06,0
2024-06-22 20-09-42-149207.png,-0.06,0
2024-06-22 20-09-42-247789.png,-0.06,0
2024-06-22 20-09-42-349499.png,-0.06,0
2024-06-22 20-09-42-465513.png,-0.06,0
2024-06-22 20-09-42-567243.png,-0.09,0
2024-06-22 20-09-42-665060.png,-0.09,0
2024-06-22 20-09-42-766178.png,-0.09,0
2024-06-22 20-09-42-849503.png,-0.09,0
2024-06-22 20-09-42-947895.png,-0.09,0
2024-06-22 20-09-43-049472.png,-0.09,0
2024-06-22 20-09-43-148443.png,-0.09,0
2024-06-22 20-09-43-267501.png,-0.09,0
2024-06-22 20-09-43-381148.png,-0.09,0
2024-06-22 20-09-43-482855.png,-0.09,0
2024-06-22 20-09-43-567284.png,-0.09,0
2024-06-22 20-09-43-666225.png,-0.09,0
2024-06-22 20-09-43-764542.png,-0.09,0
2024-06-22 20-09-43-850540.png,-0.09,0
2024-06-22 20-09-43-964447.png,-0.09,0
2024-06-22 20-09-44-081365.png,-0.09,0
2024-06-22 20-09-44-176510.png,-0.09,0
2024-06-22 20-09-44-282719.png,-0.09,0
2024-06-22 20-09-44-367167.png,-0.09,0
2024-06-22 20-09-44-466136.png,-0.09,0
2024-06-22 20-09-44-566158.png,-0.09,0
2024-06-22 20-09-44-664605.png,-0.09,0
2024-06-22 20-09-44-781146.png,-0.09,0
2024-06-22 20-09-44-881195.png,-0.09,0
2024-06-22 20-09-44-982851.png,-0.09,0
2024-06-22 20-09-45-081479.png,-0.09,0
2024-06-22 20-09-45-182862.png,-0.09,0
2024-06-22 20-09-45-281135.png,-0.09,0
2024-06-22 20-09-45-366229.png,-0.09,0
2024-06-22 20-09-45-481521.png,-0.09,0
2024-06-22 20-09-45-598068.png,-0.09,0
2024-06-22 20-09-45-712928.png,-0.09,0
2024-06-22 20-09-45-816212.png,-0.12,0
2024-06-22 20-09-45-899416.png,-0.12,0
2024-06-22 20-09-45-999047.png,-0.12,0
2024-06-22 20-09-46-082761.png,-0.12,0
2024-06-22 20-09-46-181596.png,-0.12,0
2024-06-22 20-09-46-298810.png,-0.12,0
2024-06-22 20-09-46-397814.png,-0.12,0
2024-06-22 20-09-46-514809.png,-0.09,0
2024-06-22 20-09-46-616097.png,-0.09,0
2024-06-22 20-09-46-724098.png,-0.09,0
2024-06-22 20-09-46-831670.png,-0.09,0
2024-06-22 20-09-46-917141.png,-0.09,0
2024-06-22 20-09-47-010675.png,-0.06,0
2024-06-22 20-09-47-116085.png,-0.03,0
2024-06-22 20-09-47-231715.png,-0.03,0
2024-06-22 20-09-47-347782.png,-0.03,0
2024-06-22 20-09-47-461967.png,-0.03,0
2024-06-22 20-09-47-567127.png,-0.03,0
2024-06-22 20-09-47-666113.png,-0.03,0
2024-06-22 20-09-47-764998.png,-0.03,0
2024-06-22 20-09-47-850949.png,-0.03,0
2024-06-22 20-09-47-948869.png,-0.03,0
2024-06-22 20-09-48-048342.png,-0.03,0
2024-06-22 20-09-48-133798.png,-0.03,0
2024-06-22 20-09-48-248364.png,-0.03,0
2024-06-22 20-09-48-350080.png,-0.03,0
2024-06-22 20-09-48-464932.png,-0.03,0
2024-06-22 20-09-48-581863.png,-0.03,0
2024-06-22 20-09-48-682750.png,-0.03,0
2024-06-22 20-09-48-781103.png,-0.03,0
2024-06-22 20-09-48-866128.png,-0.03,0
2024-06-22 20-09-48-966059.png,-0.03,0
2024-06-22 20-09-49-067067.png,-0.03,0
2024-06-22 20-09-49-188158.png,-0.03,0
2024-06-22 20-09-49-285727.png,-0.03,0
2024-06-22 20-09-49-381952.png,-0.03,0
2024-06-22 20-09-49-482721.png,-0.03,0
2024-06-22 20-09-49-581975.png,-0.03,0
2024-06-22 20-09-49-682585.png,-0.03,0
2024-06-22 20-09-49-781996.png,-0.03,0
2024-06-22 20-09-49-882704.png,-0.03,0
2024-06-22 20-09-50-001971.png,-0.03,0
2024-06-22 20-09-50-099559.png,-0.03,0
2024-06-22 20-09-50-198049.png,-0.03,0
2024-06-22 20-09-50-298295.png,-0.03,0
2024-06-22 20-09-50-383770.png,-0.03,0
2024-06-22 20-09-50-483092.png,-0.03,0
2024-06-22 20-09-50-572148.png,-0.03,0
2024-06-22 20-09-50-681097.png,-0.03,0
2024-06-22 20-09-50-798632.png,-0.03,0
2024-06-22 20-09-50-898954.png,-0.03,0
2024-06-22 20-09-50-998530.png,-0.03,0
2024-06-22 20-09-51-082768.png,-0.03,0
2024-06-22 20-09-51-181699.png,-0.03,0
2024-06-22 20-09-51-281754.png,-0.03,0
2024-06-22 20-09-51-380852.png,-0.03,0
2024-06-22 20-09-51-498599.png,-0.03,0
2024-06-22 20-09-51-598767.png,-0.06,0
2024-06-22 20-09-51-698672.png,-0.06,0
2024-06-22 20-09-51-797788.png,-0.06,0
2024-06-22 20-09-51-882738.png,-0.06,0
2024-06-22 20-09-51-981737.png,-0.06,0
2024-06-22 20-09-52-081709.png,-0.03,0
2024-06-22 20-09-52-181261.png,0.0,0
2024-06-22 20-09-52-298283.png,0.0,0
2024-06-22 20-09-52-399450.png,0.0,0
2024-06-22 20-09-52-499340.png,0.0,0
2024-06-22 20-09-52-600307.png,0.0,0
2024-06-22 20-09-52-699276.png,0.0,0
2024-06-22 20-09-52-798378.png,0.0,0
2024-06-22 20-09-52-883737.png,0.0,0
2024-06-22 20-09-52-998673.png,0.0,0
2024-06-22 20-09-53-115332.png,0.03,0
2024-06-22 20-09-53-231384.png,0.03,0
2024-06-22 20-09-53-332671.png,0.03,0
2024-06-22 20-09-53-417048.png,0.03,0
2024-06-22 20-09-53-516015.png,0.03,0
2024-06-22 20-09-53-600248.png,0.03,0
2024-06-22 20-09-53-698437.png,0.03,0
2024-06-22 20-09-53-814623.png,0.03,0
2024-06-22 20-09-53-916071.png,0.03,0
2024-06-22 20-09-54-031062.png,0.03,0
2024-06-22 20-09-54-132747.png,0.03,0
2024-06-22 20-09-54-248737.png,0.03,0
2024-06-22 20-09-54-333689.png,0.03,0
2024-06-22 20-09-54-427209.png,0.0,0
2024-06-22 20-09-54-531525.png,0.0,0
2024-06-22 20-09-54-631713.png,0.0,0
2024-06-22 20-09-54-748798.png,0.0,0
2024-06-22 20-09-54-848324.png,0.0,0
2024-06-22 20-09-54-948615.png,0.0,0
2024-06-22 20-09-55-049445.png,0.0,0
2024-06-22 20-09-55-149352.png,0.0,0
2024-06-22 20-09-55-248710.png,0.0,0
2024-06-22 20-09-55-348319.png,0.0,0
2024-06-22 20-09-55-468872.png,0.0,0
2024-06-22 20-09-55-565072.png,0.0,0
2024-06-22 20-09-55-649348.png,0.0,0
2024-06-22 20-09-55-748305.png,0.0,0
2024-06-22 20-09-55-848699.png,0.0,0
2024-06-22 20-09-55-964746.png,0.0,0
2024-06-22 20-09-56-078736.png,0.0,0
2024-06-22 20-09-56-181004.png,0.0,0
2024-06-22 20-09-56-298725.png,-0.03,0
2024-06-22 20-09-56-383853.png,-0.06,0
2024-06-22 20-09-56-474006.png,-0.06,0
2024-06-22 20-09-56-566989.png,-0.06,0
2024-06-22 20-09-56-678788.png,-0.06,0
2024-06-22 20-09-56-798772.png,-0.06,0
2024-06-22 20-09-56-899291.png,-0.06,0
2024-06-22 20-09-56-990639.png,-0.03,0
2024-06-22 20-09-57-084859.png,-0.03,0
2024-06-22 20-09-57-182706.png,-0.03,0
2024-06-22 20-09-57-282615.png,-0.03,0
2024-06-22 20-09-57-380828.png,-0.03,0
2024-06-22 20-09-57-497377.png,-0.03,0
2024-06-22 20-09-57-582664.png,-0.03,0
2024-06-22 20-09-57-697654.png,-0.03,0
2024-06-22 20-09-57-793896.png,-0.03,0
2024-06-22 20-09-57-881604.png,-0.03,0
2024-06-22 20-09-57-980894.png,-0.03,0
2024-06-22 20-09-58-082609.png,-0.03,0
